staff_id,first_name,last_name,nickname,address,city,state,zip,gender,doh,cell_number,home_number
781,Melyssa,Gould,Joshua,17 Ferry hill Road,Great Falls,WA,31208,F,1969-12-31 19:00:00,(783) 629-6380,(581) 634-2695
782,Ella,Farrell,Jana,16 Endicott Street,Sherrill,NE,31525,F,1969-12-31 19:00:00,(547) 828-3199,(542) 237-4628
783,Jacob,Black,Holly,16 Endicott Street,Rolling Hills Estates,PA,26574,F,1969-12-31 19:00:00,(127) 227-5607,(181) 600-0146
784,Anthony,Dean,Helen,17 Ferry hill Road,Phenix City,DC,51489,M,1969-12-31 19:00:00,(172) 779-7613,(614) 861-8853
785,Brennan,Decker,Lance,16 Endicott Street,Christiansted,AK,07079,M,1969-12-31 19:00:00,(595) 209-8246,(854) 718-8347
786,Althea,Mclean,Serina,17 Ferry hill Road,Stevens Point,WI,95180,F,1969-12-31 19:00:00,(801) 257-9027,(316) 654-6128
787,Price,Burt,Rachel,16 Endicott Street,Plainfield,WY,02414,M,1969-12-31 19:00:00,(625) 742-9595,(131) 359-9774
788,Jenna,Hunt,Isabella,17 Ferry hill Road,Malibu,OH,19335,F,1969-12-31 19:00:00,(780) 375-3076,(676) 440-8952
789,Winter,Ballard,Wynne,16 Endicott Street,Biddeford,ME,90171,F,1969-12-31 19:00:00,(478) 544-1205,(713) 666-6760
790,Herman,Perkins,Hedda,17 Ferry hill Road,Fernley,MS,67436,M,1969-12-31 19:00:00,(710) 926-6303,(179) 739-1035
791,Chelsea,Morales,Amanda,16 Endicott Street,Norton,IL,90701,M,1969-12-31 19:00:00,(373) 677-6463,(865) 990-0615
792,Daquan,Robinson,Sierra,17 Ferry hill Road,Ruston,KS,41015,M,1969-12-31 19:00:00,(933) 597-3522,(633) 248-4277
793,Addison,Lang,Amaya,17 Ferry hill Road,Laguna Woods,ND,20653,F,1969-12-31 19:00:00,(604) 236-7698,(282) 550-4009
794,Herman,Lester,Macy,255 Grapevine Road,The Dalles,SC,18022,F,1969-12-31 19:00:00,(699) 388-4618,(213) 312-6794
795,Timothy,Rollins,Darryl,255 Grapevine Road,Honolulu,NM,95184,F,1969-12-31 19:00:00,(628) 337-4507,(734) 428-3010
796,Erin,Lewis,Moana,17 Ferry hill Road,Montgomery,CO,57086,F,1969-12-31 19:00:00,(237) 745-4708,(182) 102-3599
797,Olga,Mack,Benjamin,17 Ferry hill Road,Norton,SD,42670,F,1969-12-31 19:00:00,(267) 966-0581,(614) 214-8759
798,Meghan,Curtis,Omar,16 Endicott Street,Chicago Heights,VA,96164,F,1969-12-31 19:00:00,(311) 702-3274,(423) 182-7093
799,Noah,Burch,Evan,255 Grapevine Road,Forrest City,OK,13135,M,1969-12-31 19:00:00,(482) 667-9800,(727) 721-4344
800,Hedda,Riggs,Chelsea,16 Endicott Street,Hattiesburg,AL,57040,M,1969-12-31 19:00:00,(175) 975-6034,(348) 693-9756
801,Igor,Tyler,Magee,17 Ferry hill Road,Cruz Bay,AK,12787,M,1969-12-31 19:00:00,(733) 767-0166,(106) 852-2485
802,Angelica,Beard,Lucius,16 Endicott Street,Pueblo,WA,71205,F,1969-12-31 19:00:00,(730) 896-9927,(540) 935-0317
803,Barrett,Valentine,Maya,16 Endicott Street,Hackensack,ND,28059,M,1969-12-31 19:00:00,(558) 586-0269,(620) 147-0336
804,Sophia,Ramsey,Erin,255 Grapevine Road,Lower Burrell,NE,41599,F,1969-12-31 19:00:00,(850) 120-7407,(978) 314-1978
805,Amber,Dunn,Gay,255 Grapevine Road,San Dimas,ME,38599,M,1969-12-31 19:00:00,(294) 691-5797,(949) 817-8401
806,Nora,Short,Justina,16 Endicott Street,South El Monte,MN,39933,M,1969-12-31 19:00:00,(451) 259-0988,(157) 568-2437
807,Baker,Cox,Cooper,17 Ferry hill Road,Natchitoches,ID,65216,F,1969-12-31 19:00:00,(654) 643-6901,(683) 120-1434
808,Indigo,Velazquez,Nomlanga,16 Endicott Street,Glens Falls,UT,55110,M,1969-12-31 19:00:00,(533) 534-1281,(583) 927-3157
809,Alexa,Silva,Libby,255 Grapevine Road,Brockton,SC,81715,F,1969-12-31 19:00:00,(503) 885-2792,(976) 123-0093
810,Haviva,Bartlett,Benedict,255 Grapevine Road,Vernon,AZ,52656,F,1969-12-31 19:00:00,(426) 219-0851,(182) 275-5863
811,Ava,Lowe,Ishmael,17 Ferry hill Road,Artesia,LA,06033,F,1969-12-31 19:00:00,(522) 473-4555,(401) 265-2293
812,Sonya,Wolfe,Oliver,17 Ferry hill Road,Roseville,RI,18530,M,1969-12-31 19:00:00,(133) 789-0902,(655) 848-7468
813,Azalia,Gutierrez,Magee,255 Grapevine Road,Rapid City,NE,58182,M,1969-12-31 19:00:00,(719) 711-3762,(259) 717-7544
814,Wynne,Carlson,Alma,255 Grapevine Road,Morrison,TN,02211,M,1969-12-31 19:00:00,(432) 194-2549,(727) 262-1721
815,Zahir,Shaw,William,17 Ferry hill Road,Aguadilla,NC,84517,M,1969-12-31 19:00:00,(229) 778-3955,(587) 309-2886
816,Clare,Spence,Florence,255 Grapevine Road,Charlottesville,ID,02431,F,1969-12-31 19:00:00,(105) 961-4487,(570) 467-6503
817,Leigh,Combs,Marah,17 Ferry hill Road,Palos Verdes Estates,MS,60076,M,1969-12-31 19:00:00,(474) 962-4428,(195) 609-2254
818,Noelani,David,Teagan,255 Grapevine Road,Morgan City,RI,32717,M,1969-12-31 19:00:00,(791) 220-3259,(341) 405-1248
819,Joseph,Barnes,Len,255 Grapevine Road,Winnemucca,AL,78860,F,1969-12-31 19:00:00,(814) 173-3247,(309) 547-0537
820,Tanya,Flores,Raphael,255 Grapevine Road,Lodi,WV,03017,F,1969-12-31 19:00:00,(814) 162-3618,(188) 616-4445
821,TaShya,Villarreal,Karen,255 Grapevine Road,Marietta,NH,33557,M,1969-12-31 19:00:00,(109) 717-8063,(228) 764-5697
822,Nora,Joseph,Fleur,255 Grapevine Road,Peru,FL,92302,F,1969-12-31 19:00:00,(298) 252-3810,(556) 244-8977
823,Brynne,Holmes,Warren,16 Endicott Street,Vincennes,CO,39027,F,1969-12-31 19:00:00,(906) 717-3644,(283) 251-2001
824,Meghan,Witt,Dacey,16 Endicott Street,Meridian,NV,32739,F,1969-12-31 19:00:00,(578) 212-3065,(678) 679-2718
825,Melanie,Pacheco,Isabella,16 Endicott Street,Sanford,WV,97765,M,1969-12-31 19:00:00,(882) 847-3259,(942) 761-3350
826,Talon,Harvey,Zelenia,17 Ferry hill Road,Thiensville,WI,51244,F,1969-12-31 19:00:00,(924) 284-0378,(981) 342-1823
827,Ishmael,Bush,Fritz,16 Endicott Street,Truth or Consequences,VA,30254,F,1969-12-31 19:00:00,(494) 762-6549,(971) 894-2070
828,Olga,Page,Tyrone,17 Ferry hill Road,Elkhart,ND,16201,M,1969-12-31 19:00:00,(745) 294-1659,(602) 782-3510
829,Leonard,Humphrey,Olivia,255 Grapevine Road,Steubenville,NV,74519,M,1969-12-31 19:00:00,(149) 609-2119,(942) 563-1000
830,Hedwig,Warner,Kylee,16 Endicott Street,El Paso,LA,32481,F,1969-12-31 19:00:00,(903) 122-9655,(386) 496-7827
831,Piper,Ingram,Arsenio,17 Ferry hill Road,Janesville,MA,53166,F,1969-12-31 19:00:00,(891) 547-7331,(399) 216-9671
832,Justina,Carson,Kermit,255 Grapevine Road,Branson,DE,87579,F,1969-12-31 19:00:00,(268) 599-7998,(257) 838-2440
833,Solomon,Logan,Cruz,17 Ferry hill Road,Auburn Hills,FL,18976,F,1969-12-31 19:00:00,(750) 759-8076,(469) 800-7521
834,Sebastian,Floyd,Fritz,17 Ferry hill Road,Kona,MI,03964,M,1969-12-31 19:00:00,(235) 301-6614,(711) 343-1767
835,Ralph,Browning,Cullen,255 Grapevine Road,Farrell,CO,59085,F,1969-12-31 19:00:00,(979) 684-3066,(597) 255-9677
836,Adara,Boyd,Riley,255 Grapevine Road,Gary,IA,84154,M,1969-12-31 19:00:00,(481) 547-9350,(910) 697-6059
837,Astra,Sheppard,Dara,255 Grapevine Road,Bend,ND,09091,M,1969-12-31 19:00:00,(494) 744-7643,(619) 678-7519
838,Lev,Curry,Lenore,16 Endicott Street,Parkersburg,SC,94088,M,1969-12-31 19:00:00,(434) 988-5972,(769) 388-8046
839,Tanner,Carey,Iola,16 Endicott Street,Guánica,HI,05530,M,1969-12-31 19:00:00,(281) 263-8321,(219) 366-1709
840,Kenneth,Hinton,Camille,17 Ferry hill Road,Delta Junction,VT,96887,F,1969-12-31 19:00:00,(518) 930-0503,(264) 973-5158
841,Quinn,Quinn,Oliver,255 Grapevine Road,Pawtucket,NH,31040,M,1969-12-31 19:00:00,(810) 413-5885,(510) 778-4463
842,Rose,Franklin,Walter,16 Endicott Street,Everett,DC,29530,M,1969-12-31 19:00:00,(535) 320-8415,(200) 663-3933
843,Scarlet,Melendez,Kimberly,255 Grapevine Road,San Mateo,OH,78613,M,1969-12-31 19:00:00,(448) 764-8644,(388) 312-1779
844,Barrett,Mccall,Madonna,16 Endicott Street,Gettysburg,SC,14762,M,1969-12-31 19:00:00,(264) 818-2975,(196) 875-9328
845,Andrew,Logan,Mikayla,16 Endicott Street,Shreveport,VT,12687,M,1969-12-31 19:00:00,(957) 822-9297,(946) 365-3218
846,Connor,Atkins,Mufutau,255 Grapevine Road,Slidell,IL,96653,F,1969-12-31 19:00:00,(864) 151-0073,(726) 944-1511
847,Yardley,Willis,Imani,17 Ferry hill Road,Hopkinsville,PA,17771,M,1969-12-31 19:00:00,(338) 311-0480,(922) 443-3474
848,Aquila,Coleman,Dale,17 Ferry hill Road,Hampton,CT,37465,M,1969-12-31 19:00:00,(778) 268-0904,(338) 713-7351
849,Juliet,Wheeler,Dieter,17 Ferry hill Road,Montebello,CT,72941,F,1969-12-31 19:00:00,(192) 197-3350,(698) 950-4528
850,Lillian,Solis,Willa,255 Grapevine Road,Orlando,MD,52244,F,1969-12-31 19:00:00,(416) 877-3652,(357) 785-3754
851,Ria,Collins,Stone,255 Grapevine Road,Henderson,AK,48265,F,1969-12-31 19:00:00,(423) 176-3330,(394) 948-7676
852,Ahmed,Cabrera,Myles,16 Endicott Street,Clovis,MT,02125,F,1969-12-31 19:00:00,(125) 466-6506,(183) 769-7763
853,Norman,Soto,Stephanie,16 Endicott Street,Turlock,CO,61196,M,1969-12-31 19:00:00,(522) 138-1128,(825) 689-3782
854,Ingrid,Paul,Frances,17 Ferry hill Road,Alexandria,MA,16448,M,1969-12-31 19:00:00,(776) 995-7113,(106) 888-2525
855,Iona,Cummings,Zelda,17 Ferry hill Road,Bradbury,DE,01278,F,1969-12-31 19:00:00,(738) 842-9587,(470) 995-4159
856,Frances,Nielsen,Amela,255 Grapevine Road,Bellingham,AZ,85524,F,1969-12-31 19:00:00,(773) 361-6316,(470) 539-8907
857,Carter,Booth,Serena,16 Endicott Street,Providence,DE,69733,M,1969-12-31 19:00:00,(946) 363-6331,(730) 738-8464
858,Hammett,Hayes,Lilah,255 Grapevine Road,Dalton,SC,10457,M,1969-12-31 19:00:00,(304) 645-3860,(249) 613-0598
859,Uriah,Christensen,Molly,17 Ferry hill Road,San Fernando,CA,89693,F,1969-12-31 19:00:00,(495) 256-4050,(280) 789-6066
860,Orlando,Huff,Ori,16 Endicott Street,Moline,SD,16802,F,1969-12-31 19:00:00,(685) 645-7364,(261) 237-9748
861,Logan,Barton,Melvin,17 Ferry hill Road,Santa Ana,OK,95480,F,1969-12-31 19:00:00,(367) 622-8930,(310) 158-6657
862,Cecilia,Frye,Ian,17 Ferry hill Road,Hopkinsville,CT,16584,F,1969-12-31 19:00:00,(170) 101-3113,(790) 447-5711
863,Wilma,Mathis,Ezra,16 Endicott Street,Lawrence,FL,66337,F,1969-12-31 19:00:00,(487) 691-3827,(493) 215-1786
864,Latifah,Garner,Stephen,17 Ferry hill Road,Lincoln,NC,34212,M,1969-12-31 19:00:00,(241) 169-3625,(886) 663-1921
865,Lucius,Powell,Rhoda,16 Endicott Street,Chesapeake,CA,36477,F,1969-12-31 19:00:00,(578) 203-9805,(547) 568-1467
866,Yoshi,Sanders,Sheila,255 Grapevine Road,Cortland,ME,10498,M,1969-12-31 19:00:00,(925) 831-3889,(560) 938-8166
867,Ezra,Stevenson,Arden,16 Endicott Street,East Lansing,WI,89115,F,1969-12-31 19:00:00,(564) 443-8147,(526) 793-0839
868,Micah,Morrow,Tarik,17 Ferry hill Road,Rock Island,WA,40415,M,1969-12-31 19:00:00,(686) 834-3500,(530) 370-9499
869,Dora,Nolan,Tanya,17 Ferry hill Road,Grand Junction,KY,88074,M,1969-12-31 19:00:00,(182) 692-0333,(133) 532-8910
870,Laith,Knight,Jack,16 Endicott Street,Fort Lauderdale,MA,88071,M,1969-12-31 19:00:00,(647) 970-0135,(564) 575-0296
871,Desirae,Dyer,Amelia,255 Grapevine Road,Valdosta,FL,39276,F,1969-12-31 19:00:00,(573) 609-1736,(586) 872-0033
872,Gay,David,Kim,16 Endicott Street,Stamford,ND,34007,M,1969-12-31 19:00:00,(268) 904-4812,(632) 766-0917
873,Rajah,Barrera,Holmes,16 Endicott Street,Rosemead,ME,14082,M,1969-12-31 19:00:00,(873) 785-3280,(940) 868-6625
874,Erica,Acosta,Winter,16 Endicott Street,Brockton,MD,78741,M,1969-12-31 19:00:00,(478) 658-5093,(689) 405-6056
875,Tucker,Morales,Angelica,16 Endicott Street,Rock Springs,NY,88557,F,1969-12-31 19:00:00,(167) 261-7411,(567) 524-4842
876,Inez,Dotson,Tyrone,255 Grapevine Road,Radford,OK,42309,M,1969-12-31 19:00:00,(712) 224-6921,(166) 919-3482
877,Sylvia,Mcfarland,Ulla,16 Endicott Street,Hamilton,GA,17130,F,1969-12-31 19:00:00,(549) 471-5384,(578) 960-8207
878,Axel,Grimes,Yetta,16 Endicott Street,Claremont,CA,12062,F,1969-12-31 19:00:00,(439) 714-2932,(540) 748-8771
879,Lesley,West,Doris,17 Ferry hill Road,Iowa City,TN,08348,F,1969-12-31 19:00:00,(623) 555-0068,(446) 228-7113
880,Linda,Martin,Castor,17 Ferry hill Road,Dana Point,VA,71294,M,1969-12-31 19:00:00,(607) 666-0031,(319) 533-0950
881,Kasper,Pennington,Abigail,17 Ferry hill Road,Raleigh,NM,02310,M,1969-12-31 19:00:00,(869) 901-1216,(547) 598-9684
882,Zenaida,Livingston,Bo,17 Ferry hill Road,Council Bluffs,SC,85154,F,1969-12-31 19:00:00,(552) 769-3067,(147) 722-6732
883,Alan,Maddox,Abra,16 Endicott Street,Statesboro,CO,51903,M,1969-12-31 19:00:00,(720) 887-8355,(571) 313-2639
884,Leandra,Durham,Aileen,16 Endicott Street,Mesquite,SC,13343,F,1969-12-31 19:00:00,(410) 765-2474,(517) 256-7864
885,Jesse,Donovan,Daquan,17 Ferry hill Road,Johnson City,MI,74295,M,1969-12-31 19:00:00,(601) 986-5047,(615) 489-8029
886,Walter,Morin,Idola,17 Ferry hill Road,Danbury,ND,28730,M,1969-12-31 19:00:00,(272) 219-7251,(140) 279-1333
887,Thaddeus,Medina,Abel,16 Endicott Street,Cypress,NM,62634,M,1969-12-31 19:00:00,(546) 897-9470,(271) 515-4751
888,Kaseem,Pennington,Ray,255 Grapevine Road,Kearney,GA,68314,F,1969-12-31 19:00:00,(121) 691-7732,(886) 638-1051
889,Fuller,Barrera,Halee,17 Ferry hill Road,Augusta,AK,44265,M,1969-12-31 19:00:00,(775) 407-2949,(420) 482-7860
890,Otto,Obrien,Avye,16 Endicott Street,Monroe,LA,89955,F,1969-12-31 19:00:00,(626) 675-9963,(891) 751-4223
891,Bradley,Schneider,Ocean,255 Grapevine Road,Moultrie,FL,74800,F,1969-12-31 19:00:00,(763) 737-4391,(805) 239-2164
892,Damon,Daniels,Nehru,255 Grapevine Road,Huntington Park,OH,76140,M,1969-12-31 19:00:00,(872) 164-9791,(193) 258-4757
893,Cally,York,Idona,17 Ferry hill Road,Concord,AL,03486,M,1969-12-31 19:00:00,(515) 316-3005,(699) 356-4508
894,Vera,Erickson,September,16 Endicott Street,Sun Valley,TX,58163,F,1969-12-31 19:00:00,(707) 702-3916,(581) 199-9184
895,Baxter,Oconnor,Evangeline,17 Ferry hill Road,Shreveport,IL,69267,M,1969-12-31 19:00:00,(793) 619-1912,(901) 186-1596
896,Walker,Rojas,Stone,17 Ferry hill Road,Lodi,MS,14818,F,1969-12-31 19:00:00,(386) 398-1002,(974) 560-4499
897,Olivia,Hopkins,Hiroko,17 Ferry hill Road,Muncie,OH,58035,F,1969-12-31 19:00:00,(344) 357-1216,(921) 410-0643
898,Cleo,Barlow,acqueline,16 Endicott Street,Lodi,MO,00045,F,1969-12-31 19:00:00,(924) 241-1724,(925) 578-7783
899,Keefe,Hart,Simon,255 Grapevine Road,Tuscaloosa,MA,95320,M,1969-12-31 19:00:00,(717) 531-4679,(467) 250-6999
900,Candice,Sosa,Hu,17 Ferry hill Road,Houma,WI,02419,M,1969-12-31 19:00:00,(603) 383-6507,(114) 113-1986
901,Cynthia,Crosby,Leslie,16 Endicott Street,Muskegon,AZ,92306,M,1969-12-31 19:00:00,(901) 509-5235,(477) 454-5794
902,Maggy,Mcguire,Jin,255 Grapevine Road,Kankakee,IL,92493,M,1969-12-31 19:00:00,(134) 360-6380,(826) 620-2851
903,Celeste,Adkins,Jackson,255 Grapevine Road,Honolulu,CA,47472,M,1969-12-31 19:00:00,(424) 704-5211,(513) 375-4703
904,Diana,Herring,Ishmael,17 Ferry hill Road,Warwick,WI,19143,M,1969-12-31 19:00:00,(584) 896-2105,(860) 664-9080
905,Scarlet,Sargent,Aubrey,17 Ferry hill Road,Escondido,WA,26201,F,1969-12-31 19:00:00,(972) 188-9496,(235) 226-0070
906,Mari,Zimmerman,Wynter,16 Endicott Street,Daly City,WI,09282,F,1969-12-31 19:00:00,(703) 209-3454,(715) 885-4857
907,Lillian,Potts,Palmer,17 Ferry hill Road,Seaford,MS,75389,M,1969-12-31 19:00:00,(888) 333-9597,(441) 399-9764
908,Ocean,Klein,Vaughan,255 Grapevine Road,Norman,NV,41230,M,1969-12-31 19:00:00,(745) 333-6849,(849) 513-2621
909,Riley,Valencia,Phillip,17 Ferry hill Road,Delta Junction,NH,62307,M,1969-12-31 19:00:00,(502) 352-0915,(158) 779-4778
910,Angela,Winters,Isabelle,16 Endicott Street,Biddeford,VT,64677,M,1969-12-31 19:00:00,(399) 215-2639,(433) 212-1068
911,Mannix,Riley,Quin,16 Endicott Street,Iowa City,WA,65354,M,1969-12-31 19:00:00,(707) 436-7709,(820) 999-5770
912,Naida,Caldwell,Xavier,255 Grapevine Road,Nacogdoches,SC,21928,F,1969-12-31 19:00:00,(750) 459-2801,(896) 577-2865
913,Avram,Fitzgerald,Emerson,255 Grapevine Road,Michigan City,SC,66527,M,1969-12-31 19:00:00,(761) 672-4699,(461) 337-3699
914,Candace,Maldonado,Quynn,17 Ferry hill Road,Kansas City,HI,98460,F,1969-12-31 19:00:00,(324) 924-3966,(339) 138-1867
915,Driscoll,Buchanan,Veronica,17 Ferry hill Road,Sutter Creek,AK,02736,M,1969-12-31 19:00:00,(601) 577-8078,(460) 227-4366
916,Callum,Maddox,Philip,255 Grapevine Road,Scarborough,NE,26738,F,1969-12-31 19:00:00,(161) 130-3905,(380) 657-7050
917,Brennan,Galloway,Mannix,255 Grapevine Road,South Portland,NJ,45107,F,1969-12-31 19:00:00,(486) 392-5721,(309) 450-4864
918,Garth,Landry,Amena,16 Endicott Street,La Verne,DC,90877,F,1969-12-31 19:00:00,(697) 419-7280,(785) 650-9005
919,Plato,Langley,Naida,17 Ferry hill Road,Natchez,OK,41038,F,1969-12-31 19:00:00,(581) 762-4570,(279) 285-9325
920,Guy,Sanders,Eric,255 Grapevine Road,Rancho Palos Verdes,MD,25607,F,1969-12-31 19:00:00,(798) 368-4486,(336) 651-9342
921,Kieran,Delgado,Melanie,255 Grapevine Road,Waukegan,IN,02790,F,1969-12-31 19:00:00,(695) 182-2189,(708) 251-6774
922,Basia,Pugh,Nell,17 Ferry hill Road,Pierre,IA,36232,F,1969-12-31 19:00:00,(245) 334-0332,(949) 723-7907
923,Rama,Petersen,Basil,17 Ferry hill Road,LaGrange,AZ,37983,F,1969-12-31 19:00:00,(273) 505-4541,(779) 777-5589
924,Shelby,Espinoza,Wylie,17 Ferry hill Road,Farmer City,DC,42225,M,1969-12-31 19:00:00,(302) 854-5233,(108) 687-4178
925,Cecilia,Ashley,Adena,255 Grapevine Road,Lancaster,MD,92905,M,1969-12-31 19:00:00,(592) 826-9245,(129) 298-3985
926,Brynn,Frye,Winter,17 Ferry hill Road,Turlock,SC,27420,F,1969-12-31 19:00:00,(462) 717-8370,(354) 339-4690
927,Nathan,Shepard,Reuben,16 Endicott Street,Binghamton,LA,35707,F,1969-12-31 19:00:00,(142) 512-7671,(165) 765-4430
928,Cole,Hunt,Jana,16 Endicott Street,Sister Bay,WV,69912,F,1969-12-31 19:00:00,(341) 922-9887,(541) 972-1275
929,Zahir,Love,Kenyon,17 Ferry hill Road,Cortland,MA,67518,F,1969-12-31 19:00:00,(314) 291-7336,(258) 424-3898
930,Cora,Carpenter,Eleanor,17 Ferry hill Road,Union City,IL,14339,M,1969-12-31 19:00:00,(312) 749-8072,(416) 205-4289
931,Maya,Perry,Dawn,16 Endicott Street,Huntington,DE,16029,M,1969-12-31 19:00:00,(785) 858-2644,(708) 988-5502
932,Elizabeth,Kim,Hanna,17 Ferry hill Road,Lexington,AZ,99575,F,1969-12-31 19:00:00,(335) 980-6885,(771) 383-5379
933,Knox,Craft,William,16 Endicott Street,Union City,OR,28964,M,1969-12-31 19:00:00,(555) 430-0112,(957) 326-8466
934,Hu,Martinez,Hollee,255 Grapevine Road,Orlando,SC,21776,F,1969-12-31 19:00:00,(271) 394-2426,(795) 251-5154
935,Hadley,Donaldson,Dustin,16 Endicott Street,Meadville,OK,34415,M,1969-12-31 19:00:00,(190) 617-3024,(630) 795-1277
936,Owen,Glass,Ivan,17 Ferry hill Road,Sitka,MN,09190,M,1969-12-31 19:00:00,(279) 394-8246,(307) 585-1192
937,Risa,Roy,Moses,16 Endicott Street,Philadelphia,UT,85855,F,1969-12-31 19:00:00,(509) 856-0545,(497) 589-3662
938,Jonas,Gardner,Brent,17 Ferry hill Road,Abilene,WY,59169,M,1969-12-31 19:00:00,(259) 704-0925,(818) 571-0124
939,Brennan,Decker,Helen,16 Endicott Street,Wichita Falls,WV,88748,F,1969-12-31 19:00:00,(534) 450-2687,(597) 621-6456
940,Dora,Martinez,Macaulay,255 Grapevine Road,Lock Haven,AZ,83418,M,1969-12-31 19:00:00,(780) 478-8764,(981) 447-6948
941,Britanney,Tran,Tanya,17 Ferry hill Road,Rohnert Park,LA,11602,F,1969-12-31 19:00:00,(708) 462-3437,(813) 852-9419
942,Gay,Stevenson,Gil,16 Endicott Street,Mandan,SC,94203,M,1969-12-31 19:00:00,(760) 207-0118,(738) 358-5312
943,Christian,Parrish,Adena,17 Ferry hill Road,Aguadilla,DE,52712,M,1969-12-31 19:00:00,(209) 427-0663,(248) 561-7313
944,Kirestin,Callahan,Kermit,255 Grapevine Road,Auburn Hills,IN,57367,M,1969-12-31 19:00:00,(947) 600-7592,(219) 423-9390
945,Kessie,William,Gannon,17 Ferry hill Road,Vallejo,ID,91549,F,1969-12-31 19:00:00,(508) 100-1105,(445) 735-2397
946,Katell,Solis,Wilma,255 Grapevine Road,Union City,DC,10818,M,1969-12-31 19:00:00,(290) 306-6413,(875) 362-7527
947,Abigail,Chapman,Veronica,16 Endicott Street,Auburn Hills,AL,82383,M,1969-12-31 19:00:00,(892) 305-1813,(541) 168-1880
948,Gavin,Spence,Athena,255 Grapevine Road,Watertown,WY,29521,M,1969-12-31 19:00:00,(360) 283-6257,(938) 729-0097
949,Branden,Ward,Quintessa,16 Endicott Street,Bartlesville,MI,61531,M,1969-12-31 19:00:00,(143) 490-2399,(680) 688-7852
950,Kareem,Moreno,Nita,16 Endicott Street,Frisco,VT,01744,F,1969-12-31 19:00:00,(552) 842-4321,(309) 161-5383
951,Clinton,Cortez,Daria,16 Endicott Street,Duquesne,RI,26278,F,1969-12-31 19:00:00,(315) 647-8469,(285) 578-6913
952,Pandora,Hall,Belle,255 Grapevine Road,Gainesville,VT,74390,M,1969-12-31 19:00:00,(388) 847-9334,(120) 934-6759
953,Serina,Schwartz,Stephanie,17 Ferry hill Road,Oneonta,OH,72960,M,1969-12-31 19:00:00,(187) 411-4323,(760) 510-2995
954,Stella,Mayer,Christopher,255 Grapevine Road,Woburn,KY,38625,F,1969-12-31 19:00:00,(464) 888-5499,(692) 687-4495
955,Lucy,Willis,Troy,16 Endicott Street,Fort Worth,MO,03967,M,1969-12-31 19:00:00,(563) 153-6562,(446) 842-4311
956,Wing,Kaufman,Megan,255 Grapevine Road,Palo Alto,MT,38891,M,1969-12-31 19:00:00,(545) 107-4543,(968) 389-2364
957,Hilel,Franco,Yeo,16 Endicott Street,Fairfield,HI,33788,M,1969-12-31 19:00:00,(963) 406-3746,(649) 903-3338
958,Alden,Murphy,Allen,16 Endicott Street,Huntington Park,VA,75148,M,1969-12-31 19:00:00,(549) 296-8458,(592) 830-8904
959,Sonia,Horton,Ezra,16 Endicott Street,Brigham City,AZ,84034,F,1969-12-31 19:00:00,(400) 758-2500,(809) 813-6561
960,Dominique,Rojas,David,255 Grapevine Road,Carbondale,NH,95806,M,1969-12-31 19:00:00,(658) 269-9797,(823) 495-7788
961,Aristotle,Watkins,Ian,17 Ferry hill Road,Irving,WI,69018,F,1969-12-31 19:00:00,(770) 568-3917,(974) 653-7571
962,Zachary,Carney,Athena,17 Ferry hill Road,Pass Christian,IN,17588,F,1969-12-31 19:00:00,(574) 581-3660,(297) 778-7890
963,Irma,Mccoy,Gage,255 Grapevine Road,Kearns,UT,70844,F,1969-12-31 19:00:00,(467) 137-2349,(127) 817-3704
964,Cheryl,Long,Dylan,17 Ferry hill Road,Bandera,IN,70947,M,1969-12-31 19:00:00,(851) 291-1290,(563) 377-4306
965,Carl,Bryant,Tucker,16 Endicott Street,Plainfield,WA,65027,F,1969-12-31 19:00:00,(283) 483-8471,(355) 551-6705
966,Gisela,Rollins,Jolie,16 Endicott Street,Cody,MA,11504,M,1969-12-31 19:00:00,(888) 360-5150,(777) 583-8587
967,Kyra,Acosta,Carla,17 Ferry hill Road,Florence,NC,19198,F,1969-12-31 19:00:00,(689) 730-4089,(917) 594-0966
968,Graham,Ware,Desirae,255 Grapevine Road,Hazleton,ID,09988,M,1969-12-31 19:00:00,(391) 470-2977,(928) 894-2875
969,Brielle,Booth,Remedios,17 Ferry hill Road,Starkville,MN,39030,F,1969-12-31 19:00:00,(106) 184-9138,(170) 946-0545
970,Yuri,Flores,Ariel,255 Grapevine Road,Jenks,IN,34841,M,1969-12-31 19:00:00,(368) 596-5774,(344) 880-7110
971,Chelsea,Lott,Grant,255 Grapevine Road,Plano,RI,90469,M,1969-12-31 19:00:00,(654) 438-6733,(631) 742-9062
972,Ethan,Franklin,Adrienne,17 Ferry hill Road,Woodruff,MT,48202,M,1969-12-31 19:00:00,(412) 246-8775,(305) 367-5970
973,Guinevere,Reyes,Kelsie,255 Grapevine Road,West Springfield,CT,32354,M,1969-12-31 19:00:00,(903) 789-9841,(527) 407-7730
974,Camille,Estrada,Camille,255 Grapevine Road,McKeesport,AZ,52965,M,1969-12-31 19:00:00,(556) 498-8251,(339) 169-1919
975,Clayton,Oneil,Zeus,16 Endicott Street,Lynchburg,AZ,64610,M,1969-12-31 19:00:00,(287) 449-5885,(587) 407-6774
976,Isabella,Deleon,Keelie,255 Grapevine Road,Cedarburg,NV,59446,M,1969-12-31 19:00:00,(953) 749-1366,(442) 117-5326
